-7.381,0,0,0,0,-1
-18.544,0,0,0,0,-1
-25.8029,0,0,0,0,-1
-15.677,0,0,0,0,-1
13.908,0,0,0,0,-1
4.514,0,0,0,0,-1
23.11899,0,0,0,0,-1
17.507,0,0,0,0,-1
12.688,0,0,0,0,-1
18.29999,0,0,0,0,-1
19.825,0,0,0,0,-1
15.677,0,0,0,0,-1
7.808,0,0,0,0,-1
9.516,0,0,0,0,-1
11.468,0,0,0,0,-1
20.374,0,0,0,0,-1
12.261,0,0,0,0,-1
7.808,0,0,0,0,-1
7.442,0,0,0,0,-1
14.701,0,0,0,0,-1
7.015,0,0,0,0,-1
3.599,0,0,0,0,-1
7.32,0,0,0,0,-1
7.747,0,0,0,0,-1
48.068,0,0,0,0,-1
208.8029,0,0,0,0,-1
16.89699,0,0,0,0,-1
-25.4979,0,0,0,0,-1
8.967,0,0,0,0,-1
16.775,0,0,0,0,-1
22.57,0,0,0,0,-1
9.943,0,0,0,0,-1
5.429,0,0,0,0,-1
4.087,0,0,0,0,-1
8.174,0,0,0,0,-1
2.623,0,0,0,0,-1
11.346,0,0,0,0,-1
4.331,0,0,0,0,-1
72.041,0,0,0,0,1
34.89199,0,0,0,0,1
47.824,0,0,0,0,1
20.496,0,0,0,0,1
14.213,0,0,0,0,1
11.041,0,0,0,0,1
28.60899,0,0,0,0,1
21.35,0,0,0,0,1
43.066,0,0,0,0,1
36.844,0,0,0,0,1
27.511,0,0,0,0,1
35.319,0,0,0,0,1
55.083,0,0,0,0,1
44.408,0,0,0,0,1
44.713,0,0,0,0,1
41.17499,0,0,0,0,1
30.74399,0,0,0,0,1
39.46699,0,0,0,0,1
19.15399,0,0,0,0,1
41.48,0,0,0,0,1
40.504,0,0,0,0,1
40.077,0,0,0,0,1
40.138,0,0,0,0,1
43.98099,0,0,0,0,1
53.07,0,0,0,0,1
45.75,0,0,0,0,1
18.483,0,0,0,0,1
13.42,0,0,0,0,1
15.067,0,0,0,0,1
12.078,0,0,0,0,1
12.627,0,0,0,0,1
13.786,0,0,0,0,1
11.895,0,0,0,0,1
8.601,0,0,0,0,1
11.834,0,0,0,0,1
11.102,0,0,0,0,1
17.141,0,0,0,0,1
11.529,0,0,0,0,1
14.03,0,0,0,0,1
14.335,0,0,0,0,1
12.566,0,0,0,0,1
15.921,0,0,0,0,1
14.64,0,0,0,0,1
15.677,0,0,0,0,1
13.542,0,0,0,0,1
14.945,0,0,0,0,1
13.786,0,0,0,0,1
9.76,0,0,0,0,1
5.063,0,0,0,0,1
15.86,0,0,0,0,1
16.836,0,0,0,0,1
14.03,0,0,0,0,1
1.098,0,0,0,0,1
-0.976,0,0,0,0,1
-0.915,0,0,0,0,1
4.026,0,0,0,0,1
4.514,0,0,0,0,1
